COD.,NOME CLIENTE,PEDIDO,COD CLIENTE,COD ITEM,DESCRIÇÃO,TAM.,OC,QTD ABERTA,Lote Dilly,COD OS,DT RECEB,DT ENTREGA,DIAS,LOTES,NOVA DATA,,,,,,,,
2,DASS NORDESTE CALCADOS,138057,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15636339,331,15619100ADL0000414 OC: 15636339 - 1380684,15619100ADL0000414,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"436,92"
2,DASS NORDESTE CALCADOS,138057,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15636339,265,15619128ADL0000415 OC: 15636339 - 1380684,15619128ADL0000415,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"365,7"
2,DASS NORDESTE CALCADOS,138057,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15636339,209,15619122ADL0000415 OC: 15636339 - 1380684,15619122ADL0000415,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"300,96"
2,DASS NORDESTE CALCADOS,138057,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15636339,150,15619125ADL0000415 OC: 15636339 - 1380684,15619125ADL0000415,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"216,00"
2,DASS NORDESTE CALCADOS,138057,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15636339,120,15619128ADL0000415 OC: 15636339 - 1380684,15619128ADL0000415,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"172,8"
2,DASS NORDESTE CALCADOS,138057,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,115CM,15636339,18,15619143ADL0000418 OC: 15636339 - 1380686,15619143ADL0000418,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"23,76"
2,DASS NORDESTE CALCADOS,138057,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,120CM,15636339,496,15619143ADL0000418 OC: 15636339 - 1380686,15619143ADL0000418,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"684,48"
2,DASS NORDESTE CALCADOS,138057,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,125CM,15636339,192,15619143ADL0000418 OC: 15636339 - 1380686,15619143ADL0000418,4/29/2026,15/06/2026,-24,132970,,,,,,,,,"276,48"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15636350,10,15619103ADL0000419 OC: 15636350 - 1380683,15619103ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"13,2"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15636350,10,15619106ADL0000419 OC: 15636350 - 1380683,15619106ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"13,20"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15636350,19,15619110ADL0000419 OC: 15636350 - 1380683,15619110ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"25,08"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,391,15619103ADL0000419 OC: 15636350 - 1380683,15619103ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"539,58"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,390,15619106ADL0000419 OC: 15636350 - 1380683,15619106ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"538,20"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,390,15619110ADL0000419 OC: 15636350 - 1380683,15619110ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"538,2"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,390,15619113ADL0000419 OC: 15636350 - 1380683,15619113ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"538,2"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,380,15619116ADL0000419 OC: 15636350 - 1380683,15619116ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"524,4"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636350,422,15619119ADL0000419 OC: 15636350 - 1380683,15619119ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"582,36"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,220,15619103ADL0000419 OC: 15636350 - 1380683,15619103ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"316,8"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,200,15619106ADL0000419 OC: 15636350 - 1380683,15619106ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,288
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,200,15619110ADL0000419 OC: 15636350 - 1380683,15619110ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,288
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,200,15619113ADL0000419 OC: 15636350 - 1380683,15619113ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"288,00"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,180,15619116ADL0000419 OC: 15636350 - 1380683,15619116ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"259,2"
2,DASS NORDESTE CALCADOS,138059,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636350,177,15619119ADL0000419 OC: 15636350 - 1380683,15619119ADL0000419,4/29/2026,29/06/2026,-10,132968,,,,,,,,,"254,88"
2,DASS NORDESTE CALCADOS,138269,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15636341,211,15619195ADL0000411 OC: 15636341 - 1396818,15619195ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"327,05"
2,DASS NORDESTE CALCADOS,138269,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15636341,210,15619198ADL0000411 OC: 15636341 - 1396818,15619198ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"325,5"
2,DASS NORDESTE CALCADOS,138269,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15636341,40,15619195ADL0000411 OC: 15636341 - 1396818,15619195ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"64,4"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15636341,13,15619146ADL0000420 OC: 15636341 - 1380683,15619146ADL0000420,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"17,16"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636341,271,15619146ADL0000420 OC: 15636341 - 1380683,15619146ADL0000420,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"373,98"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15636341,304,15619149ADL0000420 OC: 15636341 - 1380683,15619149ADL0000420,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"419,52"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636341,183,15619146ADL0000420 OC: 15636341 - 1380683,15619146ADL0000420,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"263,52"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636341,185,15619149ADL0000420 OC: 15636341 - 1380683,15619149ADL0000420,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"266,4"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,170,15619195ADL0000411 OC: 15636341 - 1380683,15619195ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,255
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,180,15619198ADL0000411 OC: 15636341 - 1380683,15619198ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,270
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,140,15619152ADL0000426 OC: 15636341 - 1380683,15619152ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"210,00"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,120,15619155ADL0000426 OC: 15636341 - 1380683,15619155ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,180
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,162,15619158ADL0000426 OC: 15636341 - 1380683,15619158ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,243
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,100,15619180ADL0000431 OC: 15636341 - 1380683,15619180ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"150,00"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,129,15619183ADL0000431 OC: 15636341 - 1380683,15619183ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"193,5"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,211,15619195ADL0000411 OC: 15636341 - 1380683,15619195ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"327,05"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,210,15619198ADL0000411 OC: 15636341 - 1380683,15619198ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"325,5"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,331,15619152ADL0000426 OC: 15636341 - 1380683,15619152ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"513,05"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,330,15619155ADL0000426 OC: 15636341 - 1380683,15619155ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"511,5"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,342,15619158ADL0000426 OC: 15636341 - 1380683,15619158ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"530,1"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,291,15619180ADL0000431 OC: 15636341 - 1380683,15619180ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"451,05"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,310,15619183ADL0000431 OC: 15636341 - 1380683,15619183ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"480,5"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,30,15619198ADL0000411 OC: 15636341 - 1380683,15619198ADL0000411,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"48,3"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,68,15619152ADL0000426 OC: 15636341 - 1380683,15619152ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"109,48"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,69,15619155ADL0000426 OC: 15636341 - 1380683,15619155ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"111,09"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,50,15619158ADL0000426 OC: 15636341 - 1380683,15619158ADL0000426,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"80,5"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,62,15619180ADL0000431 OC: 15636341 - 1380683,15619180ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"99,82"
2,DASS NORDESTE CALCADOS,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,66,15619183ADL0000431 OC: 15636341 - 1380683,15619183ADL0000431,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"106,26"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15636341,10,15619131ADL0000417 OC: 15636341 - 1380688,15619131ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"13,2"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15636341,14,15619134ADL0000417 OC: 15636341 - 1380688,15619134ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"18,48"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,361,15619131ADL0000417 OC: 15636341 - 1380688,15619131ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"498,18"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,360,15619134ADL0000417 OC: 15636341 - 1380688,15619134ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"496,8"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,360,15619137ADL0000417 OC: 15636341 - 1380688,15619137ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"496,8"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,402,15619140ADL0000417 OC: 15636341 - 1380688,15619140ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"554,76"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,189,15619131ADL0000417 OC: 15636341 - 1380688,15619131ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"272,16"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,170,15619134ADL0000417 OC: 15636341 - 1380688,15619134ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"244,8"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,160,15619137ADL0000417 OC: 15636341 - 1380688,15619137ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"230,4"
2,DASS NORDESTE CALCADOS,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,179,15619140ADL0000417 OC: 15636341 - 1380688,15619140ADL0000417,5/6/2026,22/06/2026,-17,133220,,,,,,,,,"257,76"
2,DASS NORDESTE CALCADOS,138439,1315465,90055,ATAC. M60123 10MM POLIESTER COR 2001,125CM,15687325,396,15670484NEWB003727 OC: 15687325 - 1315465,15670484NEWB003727,5/11/2026,01/06/2026,-38,133251,,,,,,,,,"902,88"
2,DASS NORDESTE CALCADOS,138471,1346958,91125,ATAC. M60128 7MM POLIESTER COR 2001,120CM,15687505,468,15672306NEWB003733 OC: 15687505 - 1346958,15672306NEWB003733,5/12/2026,08/06/2026,-31,133287,,,,,,,,,"776,88"
2,DASS NORDESTE CALCADOS,138856,1397092,94587,ATAC. M15107 7MM POLIESTER COR 4756,110CM,15739395,540,15733383NEWB003904 OC: 15739395 - 1397092,15733383NEWB003904,5/25/2026,08/06/2026,-31,134040,,,,,,,,,"723,6"
2,DASS NORDESTE CALCADOS,138866,1393530,92344,FITA MFGP C/ GOMA POLIESTER COR 4989,12MM,15740998,160,000000000 OC: 15740998 - 1393530,0,5/25/2026,15/06/2026,-24,134026,,,,,,,,,"99,2"
2,DASS NORDESTE CALCADOS,138871,1411788,95161,ATAC. M22043 HELANCA COR 1450,120CM,15741252,468,15734915NEWB003868 OC: 15741252 - 1411788,15734915NEWB003868,5/25/2026,22/06/2026,-17,134021,,,,,,,,,"917,28"
2,DASS NORDESTE CALCADOS,138874,1190505,84045,FITA MFGP POLIESTER COR 4767,10MM,15741264,250,000000000 OC: 15741264 - 1190505,0,5/25/2026,29/06/2026,-10,134018,,,,,,,,,100
2,DASS NORDESTE CALCADOS,138875,998353,76910,FITA MFGP C/ GOMA POLIESTER COR 263,10MM,15741265,50,000000000 OC: 15741265 - 998353,0,5/25/2026,29/06/2026,-10,134017,,,,,,,,,"25,5"
2,DASS NORDESTE CALCADOS,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,408,15734783NEWB003820 OC: 15741480 - 1172720,15734783NEWB003820,5/25/2026,29/06/2026,-10,134016,,,,,,,,,"628,32"
2,DASS NORDESTE CALCADOS,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,444,15734921NEWB003864 OC: 15741480 - 1172720,15734921NEWB003864,5/25/2026,29/06/2026,-10,134016,,,,,,,,,"683,76"
2,DASS NORDESTE CALCADOS,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,468,15734925NEWB003864 OC: 15741480 - 1172720,15734925NEWB003864,5/25/2026,29/06/2026,-10,134016,,,,,,,,,"720,72"
2,DASS NORDESTE CALCADOS,138876,1261166,84743,ATAC. M60109 ALPINA COR 2353,110CM,15741480,132,15734928NEWB003865 OC: 15741480 - 1261166,15734928NEWB003865,5/25/2026,29/06/2026,-10,134016,,,,,,,,,"186,12"
2,DASS NORDESTE CALCADOS,138876,1261166,84743,ATAC. M60109 ALPINA COR 2353,120CM,15741480,588,15734928NEWB003865 OC: 15741480 - 1261166,15734928NEWB003865,5/25/2026,29/06/2026,-10,134016,,,,,,,,,"905,52"
2,DASS NORDESTE CALCADOS,138877,1430379,94470,FITA MFGP POLIESTER COR 4041,10MM,15746131,80,000000000 OC: 15746131 - 1430379,0,5/25/2026,29/06/2026,-10,134015,,,,,,,,,32
2,DASS NORDESTE CALCADOS,138878,1417896,93837,FITA M31140 POLIESTER COR 278 / COR 101,10MM,15741520,2870,000000000 OC: 15741520 - 1417896,0,5/25/2026,06/07/2026,-3,134014,,,,,,,,,"2.066,40"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,432,15734857NEWB003831 OC: 15741557 - 1417918,15734857NEWB003831,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"289,44"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,420,15734860NEWB003831 OC: 15741557 - 1417918,15734860NEWB003831,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"281,4"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,456,15734863NEWB003832 OC: 15741557 - 1417918,15734863NEWB003832,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"305,52"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,408,15734866NEWB003832 OC: 15741557 - 1417918,15734866NEWB003832,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"273,36"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,456,15734869NEWB003832 OC: 15741557 - 1417918,15734869NEWB003832,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"305,52"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734810NEWB003827 OC: 15741557 - 1417918,15734810NEWB003827,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"87,6"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734813NEWB003827 OC: 15741557 - 1417918,15734813NEWB003827,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"87,6"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734817NEWB003827 OC: 15741557 - 1417918,15734817NEWB003827,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"87,60"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,192,15734820NEWB003827 OC: 15741557 - 1417918,15734820NEWB003827,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"140,16"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734823NEWB003828 OC: 15741557 - 1417918,15734823NEWB003828,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"105,12"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,132,15734826NEWB003828 OC: 15741557 - 1417918,15734826NEWB003828,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"96,36"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734829NEWB003828 OC: 15741557 - 1417918,15734829NEWB003828,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"105,12"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734833NEWB003829 OC: 15741557 - 1417918,15734833NEWB003829,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"105,12"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,132,15734836NEWB003829 OC: 15741557 - 1417918,15734836NEWB003829,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"96,36"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734839NEWB003829 OC: 15741557 - 1417918,15734839NEWB003829,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"105,12"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,108,15734842NEWB003830 OC: 15741557 - 1417918,15734842NEWB003830,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"78,84"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,96,15734846NEWB003830 OC: 15741557 - 1417918,15734846NEWB003830,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"70,08"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,108,15734849NEWB003830 OC: 15741557 - 1417918,15734849NEWB003830,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"78,84"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734854NEWB003831 OC: 15741557 - 1417918,15734854NEWB003831,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"52,56"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734857NEWB003831 OC: 15741557 - 1417918,15734857NEWB003831,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"52,56"
2,DASS NORDESTE CALCADOS,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734860NEWB003831 OC: 15741557 - 1417918,15734860NEWB003831,5/25/2026,06/07/2026,-3,134013,,,,,,,,,"52,56"
2,DASS NORDESTE CALCADOS,138881,1430151,76062,FITA MFGP POLIESTER COR 938,10MM,15746251,120,000000000 OC: 15746251 - 1430151,0,5/25/2026,06/07/2026,-3,134011,,,,,,,,,"48,00"
2,DASS NORDESTE CALCADOS,138881,1430379,94470,FITA MFGP POLIESTER COR 4041,10MM,15746251,80,000000000 OC: 15746251 - 1430379,0,5/25/2026,06/07/2026,-3,134011,,,,,,,,,32
2,DASS NORDESTE CALCADOS,138882,1417466,93827,FITA M31140 POLIESTER COR 102 / COR 100,10MM,15741622,1460,000000000 OC: 15741622 - 1417466,0,5/25/2026,13/07/2026,4,134010,,,,,,,,,"1.051,20"
2,DASS NORDESTE CALCADOS,138882,1417464,93831,FITA M31140 POLIESTER COR 966 / COR 4899,10MM,15741622,320,000000000 OC: 15741622 - 1417464,0,5/25/2026,13/07/2026,4,134010,,,,,,,,,"230,4"
2,DASS NORDESTE CALCADOS,138882,1417897,93832,FITA M31140 POLIESTER COR 4282 / COR 4277,10MM,15741622,300,000000000 OC: 15741622 - 1417897,0,5/25/2026,13/07/2026,4,134010,,,,,,,,,216
2,DASS NORDESTE CALCADOS,138882,1417971,95083,FITA MFGP C/ GOMA POLIESTER COR 6184,10MM,15741622,440,000000000 OC: 15741622 - 1417971,0,5/25/2026,13/07/2026,4,134010,,,,,,,,,"224,4"
2,DASS NORDESTE CALCADOS,138883,1417970,84723,ATAC. 6AL 6MM POLIESTER COR 938,115CM,15741818,588,15735119NEWB003885 OC: 15741818 - 1417970,15735119NEWB003885,5/25/2026,13/07/2026,4,134009,,,,,,,,,"393,96"
2,DASS NORDESTE CALCADOS,138883,1417970,84723,ATAC. 6AL 6MM POLIESTER COR 938,125CM,15741818,24,15735119NEWB003885 OC: 15741818 - 1417970,15735119NEWB003885,5/25/2026,13/07/2026,4,134009,,,,,,,,,"17,52"
2,DASS NORDESTE CALCADOS,138883,1417917,93516,ATAC. 6AL 6MM POLIESTER COR 4899,115CM,15741818,444,15735122NEWB003886 OC: 15741818 - 1417917,15735122NEWB003886,5/25/2026,13/07/2026,4,134009,,,,,,,,,"297,48"
2,DASS NORDESTE CALCADOS,138883,1417917,93516,ATAC. 6AL 6MM POLIESTER COR 4899,115CM,15741818,456,15735125NEWB003886 OC: 15741818 - 1417917,15735125NEWB003886,5/25/2026,13/07/2026,4,134009,,,,,,,,,"305,52"
2,DASS NORDESTE CALCADOS,138883,1417917,93516,ATAC. 6AL 6MM POLIESTER COR 4899,125CM,15741818,84,15735122NEWB003886 OC: 15741818 - 1417917,15735122NEWB003886,5/25/2026,13/07/2026,4,134009,,,,,,,,,"61,32"
2,DASS NORDESTE CALCADOS,138883,1417917,93516,ATAC. 6AL 6MM POLIESTER COR 4899,125CM,15741818,132,15735125NEWB003886 OC: 15741818 - 1417917,15735125NEWB003886,5/25/2026,13/07/2026,4,134009,,,,,,,,,"96,36"
