,,,,,,,10/07/2026,RELATÓRIO ATUALIZADO CEARÁ,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/07/2026,,,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/07/2026 07:47:05,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,MARCA,LOTE,Column 23
31,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15636341,185,15619149ADL0000420,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
32,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,170,15619195ADL0000411,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
33,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,180,15619198ADL0000411,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
34,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,140,15619152ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
35,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,120,15619155ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
36,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,162,15619158ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
37,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,100,15619180ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
38,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15636341,129,15619183ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
39,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,211,15619195ADL0000411,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
40,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,210,15619198ADL0000411,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
41,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,331,15619152ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
42,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,330,15619155ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
43,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,342,15619158ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
44,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,291,15619180ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
45,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15636341,310,15619183ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
46,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,30,15619198ADL0000411,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
47,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,68,15619152ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/26,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
48,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,69,15619155ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/2026,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
49,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,50,15619158ADL0000426,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/2026,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
50,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,62,15619180ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/2026,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
51,OK,DASS ITAPIPOCA,2,138269,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15636341,66,15619183ADL0000431,06/05/2026,10/07/2026,0,PRODUÇAO,22/06/2026,10/07/26,,#N/A,1380683,,65,ADIDAS,133220,
52,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15636341,10,15619131ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
53,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15636341,14,15619134ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
54,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,361,15619131ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
55,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,360,15619134ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
56,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,360,15619137ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
57,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15636341,402,15619140ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
58,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,189,15619131ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
59,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,170,15619134ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
60,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,160,15619137ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
61,OK,DASS ITAPIPOCA,2,138269,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15636341,179,15619140ADL0000417,06/05/2026,10/07/2026,0,,22/06/2026,10/07/26,,#N/A,1380688,,65,ADIDAS,133220,
62,OK,DASS ITAPIPOCA,2,138439,1315465,90055,ATAC. M60123 10MM POLIESTER COR 2001,125CM,15687325,396,15670484NEWB003727,11/05/2026,10/07/2026,0,PRODUÇAO,01/06/2026,10/07/26,,#N/A,1315465,,60,NEW BALANCE,133251,
63,OK,DASS ITAPIPOCA,2,138471,1346958,91125,ATAC. M60128 7MM POLIESTER COR 2001,120CM,15687505,468,15672306NEWB003733,12/05/2026,10/07/2026,0,PRODUÇAO,08/06/2026,10/07/26,,#N/A,1346958,,59,NEW BALANCE,133287,
64,OK,DASS ITAPIPOCA,2,138856,1397092,94587,ATAC. M15107 7MM POLIESTER COR 4756,110CM,15739395,540,15733383NEWB003904,25/05/2026,10/07/2026,0,PRODUÇAO,08/06/2026,10/07/26,,#N/A,1397092,,46,NEW BALANCE,134040,
65,OK,DASS ITAPIPOCA,2,138866,1393530,92344,FITA MFGP C/ GOMA POLIESTER COR 4989,12MM,15740998,160,0,25/05/2026,10/07/2026,0,PRODUÇAO,15/06/2026,10/07/26,,#N/A,1393530,,46,NEW BALANCE,134026,
66,OK,DASS ITAPIPOCA,2,138871,1411788,95161,ATAC. M22043 HELANCA COR 1450,120CM,15741252,468,15734915NEWB003868,25/05/2026,10/07/2026,0,PRODUÇAO,22/06/2026,10/07/26,,#N/A,1411788,,46,NEW BALANCE,134021,
67,OK,DASS ITAPIPOCA,2,138874,1190505,84045,FITA MFGP POLIESTER COR 4767,10MM,15741264,250,0,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,1190505,,46,NEW BALANCE,134018,
68,OK,DASS ITAPIPOCA,2,138875,998353,76910,FITA MFGP C/ GOMA POLIESTER COR 263,10MM,15741265,50,0,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,998353,,46,NEW BALANCE,134017,
69,OK,DASS ITAPIPOCA,2,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,408,15734783NEWB003820,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,1172720,,46,NEW BALANCE,134016,
70,OK,DASS ITAPIPOCA,2,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,444,15734921NEWB003864,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,1172720,,46,NEW BALANCE,134016,
71,OK,DASS ITAPIPOCA,2,138876,1172720,73714,ATAC. M60109 ALPINA COR 2001,120CM,15741480,468,15734925NEWB003864,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,1172720,,46,NEW BALANCE,134016,
72,OK,DASS ITAPIPOCA,2,138876,1261166,84743,ATAC. M60109 ALPINA COR 2353,110CM,15741480,132,15734928NEWB003865,25/05/2026,10/07/2026,0,PRODUÇAO PARCIAL,29/06/2026,10/07/26,,#N/A,1261166,,46,NEW BALANCE,134016,
73,OK,DASS ITAPIPOCA,2,138876,1261166,84743,ATAC. M60109 ALPINA COR 2353,120CM,15741480,588,15734928NEWB003865,25/05/2026,10/07/2026,0,PRODUÇAO PARCIAL,29/06/2026,10/07/26,,#N/A,1261166,,46,NEW BALANCE,134016,
74,OK,DASS ITAPIPOCA,2,138877,1430379,94470,FITA MFGP POLIESTER COR 4041,10MM,15746131,80,0,25/05/2026,10/07/2026,0,PRODUÇAO,29/06/2026,10/07/26,,#N/A,1430379,,46,NEW BALANCE,134015,
76,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,432,15734857NEWB003831,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
77,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,420,15734860NEWB003831,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
78,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,456,15734863NEWB003832,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/26,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
79,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,408,15734866NEWB003832,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/26,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
80,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15741557,456,15734869NEWB003832,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
81,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734810NEWB003827,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
82,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734813NEWB003827,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
83,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,120,15734817NEWB003827,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
84,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,192,15734820NEWB003827,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
85,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734823NEWB003828,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
86,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,132,15734826NEWB003828,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
87,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734829NEWB003828,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
88,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734833NEWB003829,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
89,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,132,15734836NEWB003829,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
90,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,144,15734839NEWB003829,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
91,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,108,15734842NEWB003830,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
92,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,96,15734846NEWB003830,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
93,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,108,15734849NEWB003830,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
94,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734854NEWB003831,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
95,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734857NEWB003831,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
96,OK,DASS ITAPIPOCA,2,138879,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15741557,72,15734860NEWB003831,25/05/2026,10/07/2026,0,PRODUÇAO,06/07/2026,10/07/26,,#N/A,1417918,,46,NEW BALANCE,134013,
125,OK,DASS ITAPIPOCA,2,139168,1411427,95115,ATAC. M12109 8MM POLIESTER COR 6131,145CM,15770626,160,15764997ITA0360274,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/2026,10/07/26,,#N/A,1411427,,42,ADIDAS,134074,
126,OK,DASS ITAPIPOCA,2,139168,1411427,95115,ATAC. M12109 8MM POLIESTER COR 6131,145CM,15770626,171,15765000ITA0360274,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/2026,10/07/26,,#N/A,1411427,,42,ADIDAS,134074,
127,OK,DASS ITAPIPOCA,2,139168,1411427,95115,ATAC. M12109 8MM POLIESTER COR 6131,150CM,15770626,320,15765000ITA0360274,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1411427,,42,ADIDAS,134074,
128,OK,DASS ITAPIPOCA,2,139168,1411427,95115,ATAC. M12109 8MM POLIESTER COR 6131,155CM,15770626,21,15764997ITA0360274,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1411427,,42,ADIDAS,134074,
129,OK,DASS ITAPIPOCA,2,139168,1411427,95115,ATAC. M12109 8MM POLIESTER COR 6131,155CM,15770626,29,15765000ITA0360274,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1411427,,42,ADIDAS,134074,
130,OK,DASS ITAPIPOCA,2,139170,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15770629,326,15765030ITA0360299,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1294335,,42,ADIDAS,134072,
131,OK,DASS ITAPIPOCA,2,139170,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15770629,211,15764798ITA0360251,29/05/2026,10/07/2026,0,,15/06/26,10/07/26,,#N/A,1289069,,42,ADIDAS,134072,
132,OK,DASS ITAPIPOCA,2,139170,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15770629,255,15764801ITA0360251,29/05/2026,10/07/2026,0,,15/06/26,10/07/26,,#N/A,1289069,,42,ADIDAS,134072,
133,OK,DASS ITAPIPOCA,2,139170,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15770629,209,15764798ITA0360251,29/05/2026,10/07/2026,0,,15/06/26,10/07/26,,#N/A,1289069,,42,ADIDAS,134072,
134,OK,DASS ITAPIPOCA,2,139170,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15770629,211,15764801ITA0360251,29/05/2026,10/07/2026,0,,15/06/26,10/07/26,,#N/A,1289069,,42,ADIDAS,134072,
135,OK,DASS ITAPIPOCA,2,139170,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,135CM,15770629,8,15764798ITA0360251,29/05/2026,10/07/2026,0,,15/06/26,10/07/26,,#N/A,1289069,,42,ADIDAS,134072,
136,OK,DASS ITAPIPOCA,2,139170,1412824,94466,ATAC. M6034C 8MM ALPINA COR 2490,130CM,15770629,161,15765042ITA0360296,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1412824,,42,ADIDAS,134072,
137,OK,DASS ITAPIPOCA,2,139170,1412824,94466,ATAC. M6034C 8MM ALPINA COR 2490,130CM,15770629,211,15765045ITA0360296,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1412824,,42,ADIDAS,134072,
138,OK,DASS ITAPIPOCA,2,139170,1412824,94466,ATAC. M6034C 8MM ALPINA COR 2490,135CM,15770629,46,15765042ITA0360296,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1412824,,42,ADIDAS,134072,
139,OK,DASS ITAPIPOCA,2,139170,1412824,94466,ATAC. M6034C 8MM ALPINA COR 2490,135CM,15770629,69,15765045ITA0360296,29/05/2026,10/07/2026,0,PRODUÇAO,15/06/26,10/07/26,,#N/A,1412824,,42,ADIDAS,134072,
