,,,,,,,10/07/2026,RELATÓRIO ATUALIZADO CEARÁ,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/07/2026,,,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/07/2026 07:47:05,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,MARCA,LOTE,Column 23
282,OK,DASS ITAPIPOCA,2,139245,1412554,94735,ATAC. M10147 6MM POLIMP COR 6120/P,140CM,15772839,63,15768060ITA0360315,01/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1412554,,39,ADIDAS,134103,
283,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,130CM,15772839,180,15768057ITA0360315,01/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
284,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,130CM,15772839,232,15768060ITA0360315,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
285,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,135CM,15772839,151,15768057ITA0360315,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
286,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,135CM,15772839,200,15768060ITA0360315,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
287,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,140CM,15772839,47,15768057ITA0360315,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
288,OK,DASS ITAPIPOCA,2,139245,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,140CM,15772839,63,15768060ITA0360315,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1412555,,39,ADIDAS,134103,
295,OK,DASS ITAPIPOCA,2,139245,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,130CM,15772839,166,15768038ADL0000458,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1396864,,39,ADIDAS,134103,
296,OK,DASS ITAPIPOCA,2,139245,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,135CM,15772839,343,15768038ADL0000458,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1396864,,39,ADIDAS,134103,
297,OK,DASS ITAPIPOCA,2,139245,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,140CM,15772839,92,15768038ADL0000458,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1396864,,39,ADIDAS,134103,
298,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15772839,10,15767975ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
299,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15772839,13,15767978ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
300,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15772839,301,15767975ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
301,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15772839,300,15767978ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
302,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15772839,196,15767975ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
303,OK,DASS ITAPIPOCA,2,139245,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15772839,190,15767978ADL0000446,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380684,,39,ADIDAS,134103,
304,OK,DASS ITAPIPOCA,2,139245,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,115CM,15772839,479,15767939ADL0000452,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380686,,39,ADIDAS,134103,
305,OK,DASS ITAPIPOCA,2,139245,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,120CM,15772839,197,15767939ADL0000452,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380686,,39,ADIDAS,134103,
306,OK,DASS ITAPIPOCA,2,139245,1380687,94100,ATAC. M60126 6MM ALPINA COR 2452,115CM,15772839,358,15767951ADL0000456,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380687,,39,ADIDAS,134103,
307,OK,DASS ITAPIPOCA,2,139245,1380687,94100,ATAC. M60126 6MM ALPINA COR 2452,115CM,15772839,387,15767954ADL0000456,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380687,,39,ADIDAS,134103,
308,OK,DASS ITAPIPOCA,2,139245,1380687,94100,ATAC. M60126 6MM ALPINA COR 2452,120CM,15772839,120,15767951ADL0000456,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380687,,39,ADIDAS,134103,
309,OK,DASS ITAPIPOCA,2,139245,1380687,94100,ATAC. M60126 6MM ALPINA COR 2452,120CM,15772839,131,15767954ADL0000456,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380687,,39,ADIDAS,134103,
310,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15772839,418,15767942ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
311,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15772839,380,15767945ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
312,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15772839,360,15767948ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
313,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15772839,150,15767942ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
314,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15772839,140,15767945ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
315,OK,DASS ITAPIPOCA,2,139245,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15772839,174,15767948ADL0000445,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1380688,,39,ADIDAS,134103,
316,OK,DASS ITAPIPOCA,2,139245,1420006,94271,ATAC. M60126 6MM ALPINA COR 2469,125CM,15772839,22,15768042ADL0000441,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1420006,,39,ADIDAS,134103,
317,OK,DASS ITAPIPOCA,2,139245,1420006,94271,ATAC. M60126 6MM ALPINA COR 2469,130CM,15772839,184,15768042ADL0000441,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1420006,,39,ADIDAS,134103,
318,OK,DASS ITAPIPOCA,2,139245,1420006,94271,ATAC. M60126 6MM ALPINA COR 2469,135CM,15772839,366,15768042ADL0000441,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1420006,,39,ADIDAS,134103,
319,OK,DASS ITAPIPOCA,2,139245,1420006,94271,ATAC. M60126 6MM ALPINA COR 2469,140CM,15772839,110,15768042ADL0000441,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1420006,,39,ADIDAS,134103,
320,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772842,241,15767864ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
321,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772842,240,15767874ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
322,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772842,240,15767882ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
323,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772842,330,15767864ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
324,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772842,330,15767874ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
325,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772842,330,15767882ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
326,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772842,30,15767864ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
327,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772842,30,15767874ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
328,OK,DASS ITAPIPOCA,2,139246,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772842,30,15767882ADS0004548,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,989345,URDIDEIRA,39,ADIDAS,134104,
329,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,110CM,15772842,241,15767918ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
330,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,110CM,15772842,240,15767921ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
331,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,115CM,15772842,330,15767918ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
332,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,115CM,15772842,330,15767921ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
333,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,120CM,15772842,30,15767918ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
334,OK,DASS ITAPIPOCA,2,139246,991610,91077,ATAC. MR110001 6MM POLIESTER COR 4685/PET,120CM,15772842,30,15767921ADS0004572,01/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,991610,,39,ADIDAS,134104,
335,OK,DASS ITAPIPOCA,2,139247,1364345,91367,FITA M31134 C/GOMA POLIESTER COR 765 / COR 4845,12MM,15773204,1140,0,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1364345,,39,ADIDAS,134105,
336,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,5,15774238ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
337,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,16,15774266ITA0360322,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
338,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,20,15774269ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
339,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,20,15774274ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
340,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,30,15774277ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
341,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,10,15774280ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
342,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,10,15774283ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
343,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,10,15774286ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
344,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,10,15774289ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
345,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,125CM,15774803,13,15774292ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
346,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774238ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
347,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,140,15774241ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
348,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,165,15774244ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
349,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,166,15774266ITA0360322,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
350,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774269ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
351,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774274ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
352,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774277ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
353,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774280ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
354,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774283ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
355,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,160,15774286ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
356,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,145,15774289ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
357,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15774803,134,15774292ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
358,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,341,15774238ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
359,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,330,15774241ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
360,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,362,15774244ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
361,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,313,15774266ITA0360322,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
362,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,291,15774269ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
363,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,290,15774274ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
364,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,290,15774277ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
365,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,290,15774280ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
366,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,290,15774283ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
367,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,290,15774286ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
368,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,270,15774289ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
369,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15774803,319,15774292ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
370,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,72,15774238ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
371,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,40,15774241ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
372,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,40,15774244ITA0360319,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
373,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,106,15774266ITA0360322,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
374,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,118,15774269ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
375,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774274ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
376,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774277ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
377,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774280ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
378,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774283ITA0360323,01/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
379,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774286ITA0360323,01/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
380,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,90,15774289ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
381,OK,DASS ITAPIPOCA,2,139248,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15774803,127,15774292ITA0360323,01/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1215468,,39,ADIDAS,134106,
582,OK,DASS ITAPIPOCA,2,139587,1258181,69776,FITA MFGP POLIESTER COR 101,15MM,15811221,180,0,11/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,1258181,1258181,,29,NEW BALANCE,134684,
583,OK,DASS ITAPIPOCA,2,139587,1372130,74977,FITA MFGP POLIESTER COR 270,15MM,15811221,300,0,11/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1372130,,29,NEW BALANCE,134684,
584,OK,DASS ITAPIPOCA,2,139587,1245516,83119,FITA MFGP POLIESTER COR 4662,18MM,15811221,410,0,11/06/2026,20/07/2026,10,,20/07/2026,#N/A,#N/A,#N/A,1245516,,29,NEW BALANCE,134684,
585,OK,DASS ITAPIPOCA,2,139587,1328046,90600,FITA MFGP POLIESTER COR 4207,15MM,15811221,120,0,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1328046,,29,NEW BALANCE,134684,
586,OK,DASS ITAPIPOCA,2,139587,1287328,86681,FITA MFGP C/ GOMA POLIESTER COR 5233,10MM,15811221,100,0,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1287328,,29,NEW BALANCE,134684,
587,OK,DASS ITAPIPOCA,2,139587,1393504,92396,FITA MFGP C/ GOMA POLIESTER COR 688,15MM,15811221,180,0,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1393504,,29,NEW BALANCE,134684,
588,OK,DASS ITAPIPOCA,2,139588,783896,70164,FITA MFGP C/ GOMA POLIESTER COR 100,15MM,15811222,450,0,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,783896,783896,,29,NEW BALANCE,134685,
589,OK,DASS ITAPIPOCA,2,139588,902057,73522,FITA MFGP C/ GOMA POLIESTER COR 057,15MM,15811222,200,0,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,902057,,29,NEW BALANCE,134685,
